line,commit_id,count,line_level_label
"maxwait = Math.max(maxwait,t.maxwait);",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"minwait = Math.min(minwait, t.minwait);",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"maxwait = Math.max(delta, maxwait);",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"minwait = Math.min(delta, minwait);",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"""\n\tMax time to retrieve connection:""+(((float)maxwait)/1000f/1000f)+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"""\n\tTotal time to retrieve connection:""+(((float)totalwait)/1000f/1000f)+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"""\n\tAverage time to retrieve connection:""+(((float)totalwait)/1000f/1000f)/(float)nroffetch+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,0
"max = Math.max(delta, max);",3abc8562fe3aa51c5f537a464f09166752d7a869,1,1
"""\n\tMax time to retrieve connection:""+(((float)max)/1000f/1000f)+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,1
"""\n\tTotal time to retrieve connection:""+(((float)totalmax)/1000f/1000f)+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,1
"""\n\tAverage time to retrieve connection:""+(((float)totalmax)/1000f/1000f)/(float)nroffetch+"" ms.""+",3abc8562fe3aa51c5f537a464f09166752d7a869,1,1
totalwait  += t.totalwait;,3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
if (FairnessTest.this.printthread),3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""[""+name+""] Max wait:""+(((float)maxwait)/1000000f)+""ms. Min wait:""+(((float)minwait)/1000000f)+""ms. Average wait:""+(((((float)totalwait))/(float)totalfetch)/1000000f)+"" ms."");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""[testDBCPThreads20Connections10] Starting fairness - DBCP"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""[testPoolThreads20Connections10] Starting fairness - Tomcat JDBC - Non Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
this.datasource.getPoolProperties().setFairQueue(false);,3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""[testPoolThreads20Connections10Fair] Starting fairness - Tomcat JDBC - Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""[testPoolThreads20Connections10FairAsync] Starting fairness - Tomcat JDBC - Fair - Async"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
totalwait += delta;,3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
if (FairnessTest.this.sleep>0) sleep(FairnessTest.this.sleep);,3abc8562fe3aa51c5f537a464f09166752d7a869,0,0
"System.out.println(""Starting fairness - DBCP"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Completed fairness - DBCP"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Starting fairness - Tomcat JDBC - Non Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Completed fairness - Tomcat JDBC - Non Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Starting fairness - Tomcat JDBC - Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Completed fairness - Tomcat JDBC - Fair"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Starting fairness - Tomcat JDBC - Fair - Async"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"System.out.println(""Completed fairness - Tomcat JDBC - Fair - Async"");",3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
totalmax += delta;,3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
sleep(FairnessTest.this.sleep);,3abc8562fe3aa51c5f537a464f09166752d7a869,0,1
"// During shutdown, executor may be null - avoid NPE",7568602d202a00950df62d87cf7a417e22d2f7ee,8,0
"// During shutdown, executor may be null - avoid NPE",7568602d202a00950df62d87cf7a417e22d2f7ee,8,1
if (!running) {,7568602d202a00950df62d87cf7a417e22d2f7ee,3,0
if (!running) {,7568602d202a00950df62d87cf7a417e22d2f7ee,3,1
if (Constants.IS_SECURITY_ENABLED) {,7568602d202a00950df62d87cf7a417e22d2f7ee,2,1
try {,7568602d202a00950df62d87cf7a417e22d2f7ee,1,1
//threads should not be created by the webapp classloader,7568602d202a00950df62d87cf7a417e22d2f7ee,1,1
} else {,7568602d202a00950df62d87cf7a417e22d2f7ee,1,1
} finally {,7568602d202a00950df62d87cf7a417e22d2f7ee,1,1
return;,7568602d202a00950df62d87cf7a417e22d2f7ee,0,0
getExecutor().execute(proc);,7568602d202a00950df62d87cf7a417e22d2f7ee,0,0
import java.security.AccessController;,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
import java.security.PrivilegedAction;,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
ClassLoader loader = Thread.currentThread().getContextClassLoader();,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
PrivilegedAction<Void> pa =,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
new PrivilegedSetTccl(,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
getClass().getClassLoader());,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
AccessController.doPrivileged(pa);,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
Thread.currentThread().setContextClassLoader(,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
},7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
return;,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
getExecutor().execute(proc);,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
PrivilegedAction<Void> pa = new PrivilegedSetTccl(loader);,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
Thread.currentThread().setContextClassLoader(loader);,7568602d202a00950df62d87cf7a417e22d2f7ee,0,1
} else {,587b1a807129c2ab41623358281aa19ff2ff9950,3,1
public AsyncStatusServlet(int status) {,587b1a807129c2ab41623358281aa19ff2ff9950,3,1
"public AsyncErrorServlet(int status, boolean threaded) {",587b1a807129c2ab41623358281aa19ff2ff9950,3,1
"public DispatchingServletTracking(String target, boolean addTrackingListener) {",587b1a807129c2ab41623358281aa19ff2ff9950,3,1
"public AsyncIoEndServlet(boolean useThread, boolean useComplete) {",587b1a807129c2ab41623358281aa19ff2ff9950,3,1
ClassLoader loader = Thread.currentThread().getContextClassLoader();,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
try {,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
if (Constants.IS_SECURITY_ENABLED) {,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
PrivilegedAction<Void> pa = new PrivilegedSetTccl(,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
} finally {,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
PrivilegedAction<Void> pa = new PrivilegedSetTccl(loader);,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
AsyncStatusServlet(int status) {,587b1a807129c2ab41623358281aa19ff2ff9950,2,0
"AsyncErrorServlet(int status, boolean threaded) {",587b1a807129c2ab41623358281aa19ff2ff9950,2,0
"DispatchingServletTracking(String target, boolean addTrackingListener) {",587b1a807129c2ab41623358281aa19ff2ff9950,2,0
"AsyncIoEndServlet(boolean useThread, boolean useComplete) {",587b1a807129c2ab41623358281aa19ff2ff9950,2,0
"public TimeoutServlet(Boolean completeOnTimeout, String dispatchUrl) {",587b1a807129c2ab41623358281aa19ff2ff9950,2,1
public AsyncErrorPage(ErrorPageAsyncMode mode) {,587b1a807129c2ab41623358281aa19ff2ff9950,2,1
"public AsyncIoEndWriteListener(AsyncContext ac, boolean useThread,",587b1a807129c2ab41623358281aa19ff2ff9950,2,1
//threads should not be created by the webapp classloader,587b1a807129c2ab41623358281aa19ff2ff9950,1,1
},587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"TimeoutServlet(Boolean completeOnTimeout, String dispatchUrl) {",587b1a807129c2ab41623358281aa19ff2ff9950,1,0
AsyncErrorPage(ErrorPageAsyncMode mode) {,587b1a807129c2ab41623358281aa19ff2ff9950,1,0
"AsyncIoEndWriteListener(AsyncContext ac, boolean useThread,",587b1a807129c2ab41623358281aa19ff2ff9950,1,0
"public DispatchingServlet(boolean addTrackingListener,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"public StickyTrackingListener(boolean completeOnError,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"public Bug63816Servlet(CountDownLatch doGetLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"public Bug63816Thread(AsyncContext ac, CountDownLatch clientCloseLatch, CountDownLatch threadCompleteLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"public PostServlet(CountDownLatch doPostLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
"public PostServletThread(AsyncContext ac, CountDownLatch partialReadLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,1,1
executor.execute(proc);,587b1a807129c2ab41623358281aa19ff2ff9950,0,0
import java.security.AccessController;,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
import java.security.PrivilegedAction;,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
getClass().getClassLoader());,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
AccessController.doPrivileged(pa);,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
Thread.currentThread().setContextClassLoader(,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
executor.execute(proc);,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
Thread.currentThread().setContextClassLoader(loader);,587b1a807129c2ab41623358281aa19ff2ff9950,0,1
"DispatchingServlet(boolean addTrackingListener,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
"StickyTrackingListener(boolean completeOnError,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
"Bug63816Servlet(CountDownLatch doGetLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
"Bug63816Thread(AsyncContext ac, CountDownLatch clientCloseLatch, CountDownLatch threadCompleteLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
"PostServlet(CountDownLatch doPostLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
"PostServletThread(AsyncContext ac, CountDownLatch partialReadLatch, CountDownLatch clientCloseLatch,",587b1a807129c2ab41623358281aa19ff2ff9950,0,0
ExceptionUtils.handleThrowable(t);,e67a33f15d980cba3efbb272985b610a7609e686,1,1
ExceptionUtils.handleThrowable(tt);,e67a33f15d980cba3efbb272985b610a7609e686,0,0
* This implementation populates the server name from the local name,9271c2be66fe04e492a9fe79b284c34a13755639,3,0
* This implementation populates the server port from the local port,9271c2be66fe04e492a9fe79b284c34a13755639,3,0
protected void populatePort() {,9271c2be66fe04e492a9fe79b284c34a13755639,3,0
* This implementation populates the server name and port from the local,9271c2be66fe04e492a9fe79b284c34a13755639,3,1
* provided by the AJP message.,9271c2be66fe04e492a9fe79b284c34a13755639,2,0
* name and port provided by the AJP message.,9271c2be66fe04e492a9fe79b284c34a13755639,2,1
* {@inheritDoc},9271c2be66fe04e492a9fe79b284c34a13755639,1,0
* <p>,9271c2be66fe04e492a9fe79b284c34a13755639,1,0
@Override,9271c2be66fe04e492a9fe79b284c34a13755639,1,0
// No host information (HTTP/1.0),9271c2be66fe04e492a9fe79b284c34a13755639,1,0
},9271c2be66fe04e492a9fe79b284c34a13755639,1,0
// No host information (HTTP/1.0),9271c2be66fe04e492a9fe79b284c34a13755639,1,1
/**,9271c2be66fe04e492a9fe79b284c34a13755639,0,0
*/,9271c2be66fe04e492a9fe79b284c34a13755639,0,0
request.setServerPort(request.getLocalPort());,9271c2be66fe04e492a9fe79b284c34a13755639,0,0
request.setServerPort(request.getLocalPort());,9271c2be66fe04e492a9fe79b284c34a13755639,0,1
"TaskThread t = new TaskThread(group, r, namePrefix + threadNumber.getAndIncrement());",48954891c3a40a7bf2753648f2d1904b17a9421f,9,0
"TaskThread t = new TaskThread(group, r, namePrefix + threadNumber.getAndIncrement());",48954891c3a40a7bf2753648f2d1904b17a9421f,9,1
* Simple task thread factory to use to create threads for an executor,48954891c3a40a7bf2753648f2d1904b17a9421f,8,0
* Simple task thread factory to use to create threads for an executor implementation.,48954891c3a40a7bf2753648f2d1904b17a9421f,8,1
"// I don't see why, but this hack allows to conform to this",48954891c3a40a7bf2753648f2d1904b17a9421f,5,1
// Threads should not be created by the webapp classloader,48954891c3a40a7bf2753648f2d1904b17a9421f,4,0
// remainingCapacity==0 to allow to interrupt idle threads,48954891c3a40a7bf2753648f2d1904b17a9421f,4,1
// No need to be volatile. This is written and read in a single thread,48954891c3a40a7bf2753648f2d1904b17a9421f,3,1
// (when stopping a context and firing the listeners),48954891c3a40a7bf2753648f2d1904b17a9421f,3,1
PrivilegedAction<Void> pa = new PrivilegedSetTccl(,48954891c3a40a7bf2753648f2d1904b17a9421f,2,0
} else {,48954891c3a40a7bf2753648f2d1904b17a9421f,2,0
} finally {,48954891c3a40a7bf2753648f2d1904b17a9421f,2,0
PrivilegedAction<Void> pa = new PrivilegedSetTccl(loader);,48954891c3a40a7bf2753648f2d1904b17a9421f,2,0
* implementation.,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
ClassLoader loader = Thread.currentThread().getContextClassLoader();,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
try {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
if (Constants.IS_SECURITY_ENABLED) {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
},48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
return t;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
private static class PrivilegedSetTccl implements PrivilegedAction<Void> {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
PrivilegedSetTccl(ClassLoader cl) {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
this.cl = cl;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
public Void run() {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
return null;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,0
* @author fhanik,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
*,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
return t;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
private int forcedRemainingCapacity = -1;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
public int remainingCapacity() {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
if (forcedRemainingCapacity > DEFAULT_FORCED_REMAINING_CAPACITY) {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
// ThreadPoolExecutor.setCorePoolSize checks that,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
"// ""requirement""",48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
return forcedRemainingCapacity;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
},48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
return super.remainingCapacity();,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
public void setForcedRemainingCapacity(int forcedRemainingCapacity) {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
this.forcedRemainingCapacity = forcedRemainingCapacity;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
void resetForcedRemainingCapacity() {,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
this.forcedRemainingCapacity = DEFAULT_FORCED_REMAINING_CAPACITY;,48954891c3a40a7bf2753648f2d1904b17a9421f,1,1
import java.security.AccessController;,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
import java.security.PrivilegedAction;,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
import org.apache.tomcat.util.net.Constants;,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
getClass().getClassLoader());,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
AccessController.doPrivileged(pa);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
Thread.currentThread().setContextClassLoader(,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
t.setDaemon(daemon);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
t.setPriority(threadPriority);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
Thread.currentThread().setContextClassLoader(loader);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
private ClassLoader cl;,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
@Override,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
Thread.currentThread().setContextClassLoader(cl);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,0
t.setDaemon(daemon);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,1
t.setPriority(threadPriority);,48954891c3a40a7bf2753648f2d1904b17a9421f,0,1
@Override,48954891c3a40a7bf2753648f2d1904b17a9421f,0,1
public void recycle();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,3,1
public interface Handler<S> {,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,0
void recycle();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,0
public static interface Handler<S> {,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,1
public enum SocketState {,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,1
public void release(SocketWrapperBase<S> socketWrapper);,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,1
public void pause();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,2,1
enum SocketState {,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,0
void release(SocketWrapperBase<S> socketWrapper);,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,0
void pause();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,0
"BindState(boolean bound, boolean wasBound) {",9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,0
"public SocketState process(SocketWrapperBase<S> socket,",9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,1
public Object getGlobal();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,1
"private BindState(boolean bound, boolean wasBound) {",9d1f1211ecd24f39e6a1a90adf450c1c974da01a,1,1
"SocketState process(SocketWrapperBase<S> socket,",9d1f1211ecd24f39e6a1a90adf450c1c974da01a,0,0
Object getGlobal();,9d1f1211ecd24f39e6a1a90adf450c1c974da01a,0,0
"private static final void checkBounds(Object base, int idx) {",0c9a9e9169a844d892288ab69c919dac9560692a,9,1
"private static void checkBounds(Object base, int idx) {",0c9a9e9169a844d892288ab69c919dac9560692a,8,0
private static final int coerce(Object property) {,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
private static final int coerce(Object property) {,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int EVAL_BODY_BUFFERED = 2;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int EVAL_BODY_AGAIN = 2;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int SKIP_BODY = 0;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int EVAL_BODY_INCLUDE = 1;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int SKIP_PAGE = 5;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
public static final int EVAL_PAGE = 6;,0c9a9e9169a844d892288ab69c919dac9560692a,7,1
private static int coerce(Object property) {,0c9a9e9169a844d892288ab69c919dac9560692a,6,0
private static int coerce(Object property) {,0c9a9e9169a844d892288ab69c919dac9560692a,6,0
int EVAL_BODY_BUFFERED = 2;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
int EVAL_BODY_AGAIN = 2;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
int SKIP_BODY = 0;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
int EVAL_BODY_INCLUDE = 1;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
int SKIP_PAGE = 5;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
int EVAL_PAGE = 6;,0c9a9e9169a844d892288ab69c919dac9560692a,4,0
public static final Node createNode(String expr) throws ELException {,a6e099471e861608ee9238c187db3aff0c93aa3d,9,1
public static Node createNode(String expr) throws ELException {,a6e099471e861608ee9238c187db3aff0c93aa3d,8,0
private static final Node createNodeInternal(String expr),a6e099471e861608ee9238c187db3aff0c93aa3d,6,1
private static Node createNodeInternal(String expr),a6e099471e861608ee9238c187db3aff0c93aa3d,5,0
public SynchronizedStack() {,a6e099471e861608ee9238c187db3aff0c93aa3d,2,1
"public SynchronizedStack(int size, int limit) {",a6e099471e861608ee9238c187db3aff0c93aa3d,2,1
SynchronizedStack() {,a6e099471e861608ee9238c187db3aff0c93aa3d,1,0
"SynchronizedStack(int size, int limit) {",a6e099471e861608ee9238c187db3aff0c93aa3d,1,0
public int getPortOffset() { return endpoint.getPortOffset(); },b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,4,0
public int getPortWithOffset() { return endpoint.getPortWithOffset(); },b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,4,0
if (getPort() != getPortWithOffset()) {,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,3,0
public String getDomain();,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,3,1
public void setPortOffset(int portOffset) {,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,2,0
String getDomain();,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,2,0
},b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,0
private void logPortOffset() {,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,0
"public void service(Request req, Response res) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,1
"public boolean prepare(Request req, Response res) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,1
"public boolean asyncDispatch(Request req, Response res, SocketEvent status) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,1
"public void log(Request req, Response res, long time);",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,1
"public void checkRecycled(Request req, Response res);",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,1,1
endpoint.setPortOffset(portOffset);,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
int port = getPortWithOffset();,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
name.append(port);,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
logPortOffset();,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"getLog().info(sm.getString(""abstractProtocolHandler.portOffset"", getName(),",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"String.valueOf(getPort()), String.valueOf(getPortOffset())));",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
int port = getPort();,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,1
name.append(getPort());,b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,1
"void service(Request req, Response res) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"boolean prepare(Request req, Response res) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"boolean asyncDispatch(Request req, Response res, SocketEvent status) throws Exception;",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"void log(Request req, Response res, long time);",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
"void checkRecycled(Request req, Response res);",b90da0e7db2756c24a0a09b7d88dcdcb59b1a7f9,0,0
public static final String CIPHER_SUITE_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,6,1
public static final String CERTIFICATE_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,6,1
public static final String SESSION_ID_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,6,1
"public static final String KEY_SIZE_KEY = ""jakarta.servlet.request.key_size"";",4956bdbd217024d874b48e6140b788aed97784e7,5,1
public static final String SESSION_MGR =,4956bdbd217024d874b48e6140b788aed97784e7,5,1
public static final String PROTOCOL_VERSION_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,5,1
public static final String REQUESTED_CIPHERS_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,5,1
public static final String REQUESTED_PROTOCOL_VERSIONS_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,5,1
String CIPHER_SUITE_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,3,0
String CERTIFICATE_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,3,0
String SESSION_ID_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,3,0
"String KEY_SIZE_KEY = ""jakarta.servlet.request.key_size"";",4956bdbd217024d874b48e6140b788aed97784e7,2,0
String SESSION_MGR =,4956bdbd217024d874b48e6140b788aed97784e7,2,0
String PROTOCOL_VERSION_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,2,0
String REQUESTED_CIPHERS_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,2,0
String REQUESTED_PROTOCOL_VERSIONS_KEY =,4956bdbd217024d874b48e6140b788aed97784e7,2,0
public String getCipherSuite() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,2,1
public default X509Certificate[] getLocalCertificateChain() {,4956bdbd217024d874b48e6140b788aed97784e7,2,1
public String getSessionId() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,2,1
public String getProtocol() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,2,1
public String getRequestedProtocols() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,2,1
public String getRequestedCiphers() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,2,1
String getCipherSuite() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,0
default X509Certificate[] getLocalCertificateChain() {,4956bdbd217024d874b48e6140b788aed97784e7,1,0
String getSessionId() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,0
String getProtocol() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,0
String getRequestedProtocols() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,0
String getRequestedCiphers() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,0
public X509Certificate[] getPeerCertificateChain() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,1
public Integer getKeySize() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,1,1
X509Certificate[] getPeerCertificateChain() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,0,0
Integer getKeySize() throws IOException;,4956bdbd217024d874b48e6140b788aed97784e7,0,0
public long getCreationTimeInternal();,4117b785c872a5bd86de51ed48044f466ca3d208,3,1
long getCreationTimeInternal();,4117b785c872a5bd86de51ed48044f466ca3d208,2,0
"public static final String SESSION_CREATED_EVENT = ""createSession"";",4117b785c872a5bd86de51ed48044f466ca3d208,2,1
"public static final String SESSION_DESTROYED_EVENT = ""destroySession"";",4117b785c872a5bd86de51ed48044f466ca3d208,2,1
"public static final String SESSION_ACTIVATED_EVENT = ""activateSession"";",4117b785c872a5bd86de51ed48044f466ca3d208,2,1
"public static final String SESSION_PASSIVATED_EVENT = ""passivateSession"";",4117b785c872a5bd86de51ed48044f466ca3d208,2,1
public long getCreationTime();,4117b785c872a5bd86de51ed48044f466ca3d208,2,1
public long getThisAccessedTime();,4117b785c872a5bd86de51ed48044f466ca3d208,2,1
public long getThisAccessedTimeInternal();,4117b785c872a5bd86de51ed48044f466ca3d208,2,1
