line,commit_id,count,line_level_label
* <li> Option 1. Configured with a secretKey in a keystore so it can be used at,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* overhead and complexity. In this mode all nodes must be distributed with the,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* same keystore file.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* coordinator then chooses the secretkey which it distributes amongst all the,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* peers. This overhead can be substantial in a an application with a reasonable,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* peer churn.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* </ul>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* <p>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* <h2>Option 1</h2>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* <br>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* Events of a type MSG that have a non-null message buffer. The format of the,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* entry in this form is:<br>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"* &lt;ENCRYPT key_store_name=""defaultStore.keystore"" store_password=""changeit""",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"* alias=""myKey""/&gt;<br>",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* defaultStore.keystore file.<br>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* secretKey already generated in a keystore file. The directory containing the,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* keystore file must be on the application's classpath. You cannot create a,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* SecretKey keystore file using the keytool application shipped with the JDK. A,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* <h2>Option 2</h2>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* requires a suitable authentication scheme as well to make this feature useful,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @author Steve Woodcock,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @author Bela Ban,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
Address local_addr;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
Address keyServerAddr;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"@Property(name=""asym_provider"", description=""Cryptographic Service Provider. Default is Bouncy Castle Provider"")",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
String asymProvider=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"@Property(name=""sym_provider"", description=""Cryptographic Service Provider. Default is Bouncy Castle Provider"")",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
String symProvider=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"@Property(name=""asym_algorithm"", description=""Cipher engine transformation for asymmetric algorithm. Default is RSA"")",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"protected String asymAlgorithm=""RSA"";",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"@Property(name=""sym_algorithm"", description=""Cipher engine transformation for symmetric algorithm. Default is AES"")",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
String symAlgorithm=DEFAULT_SYM_ALGO;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int asymInit=512;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int symInit=128;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
boolean changeKeysOnViewChange=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
String keyStoreName;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"protected String storePassword=""changeit""; //JDK default",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
protected int cipher_pool_size=8;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// PublicKey serverPubKey;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// Locks to synchronize access to the cipher pools,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"final Map<AsciiString,Cipher> keyMap=new WeakHashMap<>();",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
private Cipher asymCipher;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
protected boolean encrypt_entire_message=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int current_index=cipher_index.getAndIncrement();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return current_index & (cipher_pool_size-1);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public SecretKey getDesKey()            {return secretKey;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public KeyPair   getKpair()             {return Kpair;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public Cipher    getAsymCipher()        {return asymCipher;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public byte[]    getSymVersion()        {return symVersion;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public SecretKey getSecretKey()         {return secretKey;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public Cipher    getSymDecodingCipher() {return decoding_ciphers[getNextIndex()];},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
public Cipher    getSymEncodingCipher() {return encoding_ciphers[getNextIndex()];},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
protected void   setLocalAddress(Address local_addr)     {this.local_addr=local_addr;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
protected void   setKeyServerAddr(Address keyServerAddr) {this.keyServerAddr=keyServerAddr;},63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"* GetAlgorithm: Get the algorithm name from ""algorithm/mode/padding""",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int index=s.indexOf('/');,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(index == -1),63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return s;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return s.substring(0, index);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.debug(""key_password used is same as store_password"");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
else,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""cipher_pool_size of %d is invalid; setting it to 1"", cipher_pool_size);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int tmp=Util.getNextHigherPowerOfTwo(cipher_pool_size);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* keystoreGenerator file in demos. The keystore must be on the classpath to,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* find it.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws KeyStoreException,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws Exception,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws IOException,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws NoSuchAlgorithmException,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws CertificateException,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @throws UnrecoverableKeyException,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
try {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// load in keystore using this thread's classloader,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// we have located a file lets load the keystore,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(IOException e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(NoSuchAlgorithmException e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(CertificateException e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
//set the key here,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.debug(""symmetric key generated "");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* Initialises the Ciphers for both encryption and decryption using the,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* generated or supplied secret key.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @param algorithm,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @param secret,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
//set the version,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return sb.toString().toUpperCase();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
switch(evt.getType()) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
View view=(View)evt.getArg();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// we try and decrypt all messages,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return handleUpMessage(evt);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(Exception e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return null;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return up_prot.up(evt);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
initializeNewSymmetricKey(view instanceof MergeView);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
Address tmpKeyServer=view.getMembers().get(0);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.debug(""initalizing new ciphers"");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
throw new IllegalStateException(e);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @param tmpKeyServer,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(log.isDebugEnabled() && !forced),63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @param newKeyServer,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return !Objects.equals(keyServerAddr, newKeyServer);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
Message msg=(Message)evt.getArg();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
switch(hdr.getType()) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return handleEncryptedMessage(msg, evt, hdr);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(queue_up) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// buffer (http://jira.jboss.com/jira/browse/JGRP-538),63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return up_prot.up(new Event(Event.MSG, tmpMsg));",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(suppliedKey) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""we received an encrypt header of %s while in configured mode"",hdr.getType());",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// see what sort of encrypt control message we have received,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.debug(""received a key request from peer %s"", msg.getSrc());",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""unable to reconstitute peer's public key"");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"sendKeyRequest(); // unable to understand response, let's try again",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""unable to process received public key"", e);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""received ignored encrypt header of %s"", hdr.getType());",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* despite access from potentially two threads at once,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(log.isTraceEnabled()) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int size=upMessageQueue.size();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.trace(""draining %d messages from the up queue"", size);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
while(true) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message tmp=upMessageQueue.poll(0L, TimeUnit.MILLISECONDS);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(Throwable t) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int size=downMessageQueue.size();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message tmp=downMessageQueue.poll(0L, TimeUnit.MILLISECONDS);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* so we may have an extra call to the drain methods but this slight expense,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* trigger the drains which may never happen.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"initSymCiphers(key.getAlgorithm(), key);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"if(!Arrays.equals(hdr.getVersion(),getSymVersion())) {",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.warn(""unable to find a matching cipher in previous key map"");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
synchronized(cipher) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return _decrypt(cipher, msg, hdr.encryptEntireMessage());",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(!decrypt_entire_msg) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message ret=Util.streamableFromBuffer(Message.class,decrypted_msg,0,decrypted_msg.length);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
Cipher tmp;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
//encrypt current secret key,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message newMsg=new Message(source, local_addr, encryptedKey)",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
".putHeader(this.id, new EncryptHeader(EncryptHeader.SECRETKEY, getSymVersion()));",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message newMsg=new Message(keyServerAddr, local_addr, Kpair.getPublic().getEncoded())",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(queue_down) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.trace(""queueing down message as no session key established: %s"", msg);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(!suppliedKey) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// make us keyserver,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return down_prot.down(evt);,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
if(encrypt_entire_message) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message tmp=msg.copy(false, false).setBuffer(encrypted_msg).putHeader(this.id,hdr);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
// copy neeeded because same message (object) may be retransmitted -> no double encryption,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"Message msgEncrypted=msg.copy(false).putHeader(this.id, hdr)",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
int index=getNextIndex();,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return cipher.doFinal(buf, offset, length);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
synchronized(this) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return keySpec;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @param encodedKey,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @return PublicKey,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return pubKey;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"protected class Decrypter implements BiFunction<Message,MessageBatch,Message> {",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"log.error(""failed decrypting message from %s (offset=%d, length=%d, buf.length=%d): %s, headers are %s"",",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
catch(InterruptedException e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
private   byte   type;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"throw new IllegalArgumentException(""version must be defined"");",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* @return Returns the version.,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
protected byte[] getVersion() {,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
return version;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
"return Util.isFlagSet(type, ENCRYPT_ENTIRE_MSG);",63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
package org.jgroups.protocols;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
/**,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
*/,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@MBean(description=""Protocol which encrypts and decrypts cluster traffic"")",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
/* -----------------------------------------    Properties     -------------------------------------------------- */,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@Property(name=""key_store_name"", description=""File on classpath that contains keystore repository"")",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@Property(name=""store_password"",",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"description=""Password used to check the integrity/unlock the keystore. Change the default"",",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
exposeAsManagedAttribute=false),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@Property(name=""key_password"", description=""Password for recovering the key. Change the default"",",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@Property(name=""alias"", description=""Alias used for recovering the key. Change the default"",exposeAsManagedAttribute=false)",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@Property(description=""Number of ciphers in the pool to parallelize encrypt and decrypt requests"",writable=false)",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"protected Cipher[] encoding_ciphers, decoding_ciphers;",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"protected Lock[] encoding_locks, decoding_locks;",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
protected byte[] symVersion;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
protected SecretKey secretKey;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"/** determines whether to encrypt the entire message, or just the buffer */",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
@Property,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
/*,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyPassword=storePassword;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
initSymKey();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
initKeyPair();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
initConfiguredKey();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
cipher_pool_size=1;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.warn(""setting cipher_pool_size (%d) to %d (power of 2) for faster modulo operation"", cipher_pool_size, tmp);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
cipher_pool_size=tmp;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
encoding_ciphers=new Cipher[cipher_pool_size];,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
encoding_locks=new Lock[cipher_pool_size];,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
decoding_ciphers=new Cipher[cipher_pool_size];,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
decoding_locks=new Lock[cipher_pool_size];,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"initSymCiphers(symAlgorithm, getSecretKey());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
InputStream inputStream=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"KeyStore store=KeyStore.getInstance(""JCEKS"");",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
SecretKey tempKey=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
inputStream=Thread.currentThread(),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
.getContextClassLoader(),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
.getResourceAsStream(keyStoreName);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
inputStream=new FileInputStream(keyStoreName);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"store.load(inputStream, storePassword.toCharArray());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"tempKey=(SecretKey)store.getKey(alias, keyPassword.toCharArray());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
setSecretKey(tempKey);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(symAlgorithm.equals(DEFAULT_SYM_ALGO)),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
symAlgorithm=tempKey.getAlgorithm();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
suppliedKey=true;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
queue_down=queue_up=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
Util.close(inputStream);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
KeyGenerator keyGen=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"keyGen=KeyGenerator.getInstance(getAlgorithm(symAlgorithm), symProvider);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyGen=KeyGenerator.getInstance(getAlgorithm(symAlgorithm));,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyGen.init(symInit);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
secretKey=keyGen.generateKey();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
setSecretKey(secretKey);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.debug(""initializing symmetric ciphers (pool size=%d)"",cipher_pool_size);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"Cipher.getInstance(algorithm, symProvider) : Cipher.getInstance(algorithm);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"encoding_ciphers[i].init(Cipher.ENCRYPT_MODE, secret);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"decoding_ciphers[i].init(Cipher.DECRYPT_MODE, secret);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
encoding_locks[i]=new ReentrantLock();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
decoding_locks[i]=new ReentrantLock();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"MessageDigest digest=MessageDigest.getInstance(""MD5"");",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
digest.reset();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
digest.update(secret.getEncoded());,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
byte[] tmp=digest.digest();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"symVersion=Arrays.copyOf(tmp, tmp.length);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
sb.append(Integer.toHexString(v));,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
}*/,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
KeyPairGenerator KpairGen=null;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"KpairGen=KeyPairGenerator.getInstance(getAlgorithm(asymAlgorithm), asymProvider);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
KpairGen=KeyPairGenerator.getInstance(getAlgorithm(asymAlgorithm));,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"KpairGen.initialize(asymInit,new SecureRandom());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
Kpair=KpairGen.generateKeyPair();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"asymCipher=Cipher.getInstance(asymAlgorithm, asymProvider);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
asymCipher=Cipher.getInstance(asymAlgorithm);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"asymCipher.init(Cipher.DECRYPT_MODE,Kpair.getPrivate());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.debug(""asym algo initialized"");",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case Event.VIEW_CHANGE:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(!suppliedKey),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"handleViewChange(view, false);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
break;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case Event.TMP_VIEW:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
view=(View)evt.getArg();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"handleViewChange(view, true);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case Event.MSG:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.warn(""exception occurred decrypting message"", e);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
Decrypter decrypter=new Decrypter();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
batch.map(decrypter);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
decrypter.unlock();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(!batch.isEmpty()),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
up_prot.up(batch);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(makeServer),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"becomeKeyServer(local_addr, false);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(makeServer || (tmpKeyServer.equals(local_addr))),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"becomeKeyServer(tmpKeyServer, makeServer);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"initSymCiphers(getSymAlgorithm(), getSecretKey());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.error(Util.getMessage(""CouldNotInitializeNewCiphers""), e);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
throw (RuntimeException)e;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyServerAddr=tmpKeyServer;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyServer=true;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
queue_down=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
queue_up=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
queue_up=true;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
queue_down=true;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyServerAddr=newKeyServer;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
keyServer=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
sendKeyRequest();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
EncryptHeader hdr;,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
if(log.isTraceEnabled()),63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.trace(""header received %s"", hdr);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case EncryptHeader.ENCRYPT:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
default:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"handleUpEvent(msg,hdr);",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"@SuppressWarnings(""UnusedParameters"")",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
upMessageQueue.put(msg);,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
drainUpQueue();,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.warn(""unrecognised cipher; discarding message"");",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case EncryptHeader.KEY_REQUEST:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
PublicKey tmpKey=generatePubKey(msg.getBuffer());,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"sendSecretKey(getSecretKey(), tmpKey, msg.getSrc());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
case EncryptHeader.SECRETKEY:,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"log.debug(""received a secretkey response from keyserver %s"", msg.getSrc());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
SecretKey tmp=decodeKey(msg.getBuffer());,63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
"setKeys(tmp, hdr.getVersion());",63fe226fb66056b6c96026aa2d389d8632df64d2,0,1
